user,channel,message,timestamp
easystreet789,healthygamer_gg ,i feel u man,2021-07-16 14:28:22
redboot39,"healthygamer_gg :Yep, that's addiction ",(,2021-07-16 14:28:22
inomylove18,healthygamer_gg ,coomer sadge,2021-07-16 14:28:22
drteethcheerios,healthygamer_gg ,no way,2021-07-16 14:28:23
staralfur12,healthygamer_gg ,He definitely watches hentai LULW,2021-07-16 14:28:23
mythicalwrinkle,healthygamer_gg ,i usually finish with a WoooHOOO,2021-07-16 14:28:23
numbnumbnut,healthygamer_gg ,KEKW,2021-07-16 14:28:24
alfaananasz,healthygamer_gg ,OMEGALUL,2021-07-16 14:28:24
mari_epk,healthygamer_gg ,poor guy having to explain it LULW,2021-07-16 14:28:25
slosaktig,healthygamer_gg ,You've lost him LMAO,2021-07-16 14:28:26
bigbootyhuntin,healthygamer_gg ,sus nut clarity,2021-07-16 14:28:26
icyryno,healthygamer_gg ,"""damn, not again"" - after you release",2021-07-16 14:28:27
furi0uspl4yer,healthygamer_gg ,sussy boi,2021-07-16 14:28:27
keralin99,healthygamer_gg ,OMEGALUL Tmi bro,2021-07-16 14:28:28
fogwarrior,healthygamer_gg ,"nut, where? monkaHmm",2021-07-16 14:28:28
bigbrainplays7,healthygamer_gg ,must've been watching some weird stuff LUL,2021-07-16 14:28:28
konkydawng,healthygamer_gg ,or you buy some OF stuff and realize you paid waaayyyy too much for it ... dont buy of stuff LUL,2021-07-16 14:28:29
burstlance,healthygamer_gg ,OMEGALUL,2021-07-16 14:28:30
jotunspor,healthygamer_gg ,NODDERS Clap,2021-07-16 14:28:31
thejproshow,healthygamer_gg ,ive been there man!,2021-07-16 14:28:31
venoox_,healthygamer_gg ,KEKW,2021-07-16 14:28:31
lilsmokeytv,healthygamer_gg ,YEP,2021-07-16 14:28:31
m9_ez,healthygamer_gg ,postnut is real though LUL,2021-07-16 14:28:32
flamehotsoda,healthygamer_gg ,5Head,2021-07-16 14:28:33
quartzl2,healthygamer_gg ,KEKW,2021-07-16 14:28:34
mainnw,healthygamer_gg ,HAHAHAHA,2021-07-16 14:28:34
crozjc,healthygamer_gg ,LULW,2021-07-16 14:28:34
seductive_nerd,healthygamer_gg ,LMAOOOOOOOOOOOO,2021-07-16 14:28:34
vincain,healthygamer_gg ,TRUE TRUE,2021-07-16 14:28:35
n3ptun,healthygamer_gg ,5Head,2021-07-16 14:28:35
xicyaf,healthygamer_gg ,CLIP IT HandsUp,2021-07-16 14:28:35
bs_blackscout,healthygamer_gg ,Dr K. is now enlightened about the post nut,2021-07-16 14:28:36
kevyanz,healthygamer_gg ,LOL,2021-07-16 14:28:37
radare3,healthygamer_gg ,5Head,2021-07-16 14:28:38
rendeux,healthygamer_gg ,enlightenment llol,2021-07-16 14:28:38
numbnumbnut,healthygamer_gg ,LMAOOOOOOOOOO,2021-07-16 14:28:38
micccro,healthygamer_gg ,NODDERS,2021-07-16 14:28:39
smashologist,healthygamer_gg ,@icyryno 100% lmaoo,2021-07-16 14:28:39
fahd_khan,healthygamer_gg ,Copium,2021-07-16 14:28:39
ryuuseiboy10,healthygamer_gg ,TOO REAL Sadge,2021-07-16 14:28:39
rickyc06,healthygamer_gg ,Hahahahahayayy,2021-07-16 14:28:40
modxta23,healthygamer_gg ,YEAH TRUE,2021-07-16 14:28:40
nalenium,healthygamer_gg :I feel like I'm addicted to self help content ,|,2021-07-16 14:28:40
louii__,healthygamer_gg ,KEKW,2021-07-16 14:28:40
isunless,healthygamer_gg ,wtf LUL,2021-07-16 14:28:40
icyryno,healthygamer_gg ,yesss,2021-07-16 14:28:40
ghostchili,healthygamer_gg ,ha ha ha LUL,2021-07-16 14:28:41
dethrey,healthygamer_gg ,its the clarity my dude,2021-07-16 14:28:41
probmfk,healthygamer_gg ,Zen,2021-07-16 14:28:41
konkydawng,healthygamer_gg ,just dont,2021-07-16 14:28:41
klitkommanda,healthygamer_gg ,this is like when you whisper a joke and the teacher makes you explain to the class KEKW,2021-07-16 14:28:41
raiforen,healthygamer_gg ,Catch a look at your reflection in the monitor Sadge,2021-07-16 14:28:41
oddly_cumbersome,healthygamer_gg ,OMEGALUL,2021-07-16 14:28:41
crxssrxads_,healthygamer_gg ,omg guys grow up,2021-07-16 14:28:43
mrsmokey013,healthygamer_gg ,postnut is the best thing LUL,2021-07-16 14:28:43
whiteknight88,healthygamer_gg ,!guide,2021-07-16 14:28:43
dbqp,healthygamer_gg ,"yes, isn't that normal?",2021-07-16 14:28:44
streamelements,"healthygamer_gg :Pre-order Dr. K's Guide to Mental Health! 3 in-depth guides to navigating Anxiety, Depression, and Meditation. Pre-order now: https",//bit.ly/3bqNMfr,2021-07-16 14:28:44
azrl3l,healthygamer_gg ,post nut enlightenment POGGERS,2021-07-16 14:28:44
yaboidrewski,healthygamer_gg ,that is literally how it is,2021-07-16 14:28:45
alfaananasz,healthygamer_gg ,LUL,2021-07-16 14:28:45
seductive_nerd,healthygamer_gg ,just nut more 5Head,2021-07-16 14:28:45
staralfur12,healthygamer_gg ,He reached englightenment 5Head,2021-07-16 14:28:46
vincain,healthygamer_gg ,I do not wish to be horny anymore Sadge,2021-07-16 14:28:46
loern,healthygamer_gg ,Sadge now I gotta clean myself up,2021-07-16 14:28:46
bigbootyhuntin,healthygamer_gg ,doc's gonna try it,2021-07-16 14:28:47
schiffersgaming,healthygamer_gg ,"He's trying to say his ""post-nut-clarity"" is when he comes off his PC",2021-07-16 14:28:47
action_dan,healthygamer_gg ,Yea thats about right,2021-07-16 14:28:47
kramzereturns,healthygamer_gg ,Casually addressing post nut clarity LUL,2021-07-16 14:28:48
keralin99,healthygamer_gg ,OMEGALUL Post NUT I-,2021-07-16 14:28:48
ageofempireswololo,healthygamer_gg ,saved,2021-07-16 14:28:48
kaninoki,healthygamer_gg ,drhgPepoG drhgPepoG drhgPepoG,2021-07-16 14:28:49
hooyahah,healthygamer_gg ,LUL LUL,2021-07-16 14:28:49
numbnumbnut,healthygamer_gg ,DR. K IS ALWAYS POST NUT OMEGALUL,2021-07-16 14:28:50
icyryno,healthygamer_gg ,dr k doesn't know lol,2021-07-16 14:28:51
massivelegendd,healthygamer_gg ,enlightenment time,2021-07-16 14:28:51
oronano,healthygamer_gg ,same Sadge,2021-07-16 14:28:52
tedua,healthygamer_gg ,post anime binge clarity KEKW,2021-07-16 14:28:52
autumn_bird_,healthygamer_gg ,Clip it and ship it,2021-07-16 14:28:52
heoz,healthygamer_gg ,that does happen lol I feel the urge of listening to music.,2021-07-16 14:28:53
modxta23,healthygamer_gg ,NUT EVERYDAY KEKW,2021-07-16 14:28:53
bigbrainplays7,healthygamer_gg ,enlightened nut,2021-07-16 14:28:55
ininzuki,healthygamer_gg ,lol,2021-07-16 14:28:55
buttfarm_poker_,healthygamer_gg ,@HealthyGamer_GG a man will hyper focus on getting off that there is a wave of clarity that comes after it happens,2021-07-16 14:28:56
staralfur12,healthygamer_gg ,Post Nut Enlightenment 5Head,2021-07-16 14:28:58
error_40420,healthygamer_gg ,Kenjataimu,2021-07-16 14:28:58
opx_tv,healthygamer_gg ,Sadge being alone and not having someone and having to use p0rn to supplant connection with another person,2021-07-16 14:28:59
xsplasher,healthygamer_gg ,no shot dr k doesnt know what post nut clarity is,2021-07-16 14:29:00
hentai_paintai,healthygamer_gg ,i guess u guys do feel that way,2021-07-16 14:29:01
bs_blackscout,healthygamer_gg ,@Loern oh no forgot the paper Sadge,2021-07-16 14:29:01
gcjream,healthygamer_gg ,I'm addicted to being lazy,2021-07-16 14:29:02
kwesiquest,healthygamer_gg ,post nut enlightenment 5Head `,2021-07-16 14:29:04
jotunspor,healthygamer_gg ,i watch XXX for enlightenment 5Head,2021-07-16 14:29:05
mightylion,healthygamer_gg ,same,2021-07-16 14:29:05
kinyax2,healthygamer_gg ,doc learned a new term xD,2021-07-16 14:29:06
kaninoki,healthygamer_gg ,brb i’m angry,2021-07-16 14:29:06
n3ptun,healthygamer_gg ,Sadge,2021-07-16 14:29:06
appleorchardthief,healthygamer_gg ,sameeee,2021-07-16 14:29:07
onionkitten,healthygamer_gg ,you look good bro!,2021-07-16 14:29:11
teddybunz_,healthygamer_gg ,Sadge same,2021-07-16 14:29:11
maxinemaxinemax,healthygamer_gg ,SAME,2021-07-16 14:29:13
jaytea111,healthygamer_gg ,but why hate on the people who do enjoy? like dont kick a man why hes down. just to say youre disgusted by it is kinda taboo. even though its a common war,2021-07-16 14:29:17
xicyaf,healthygamer_gg ,post PepoG nut depression PepoG,2021-07-16 14:29:18
yoitzomar,healthygamer_gg ,BRB,2021-07-16 14:29:18
bs_blackscout,healthygamer_gg ,@kwesiquest OMEGALUL omg,2021-07-16 14:29:18
somakarma,healthygamer_gg ,P OMEGALUL S T N OMEGALUL T,2021-07-16 14:29:19
amatuerhour,healthygamer_gg ,Jeez,2021-07-16 14:29:20
kingkrishlive,healthygamer_gg ,Sadge I lost weight,2021-07-16 14:29:21
xaqin,healthygamer_gg ,ooouu,2021-07-16 14:29:23
shin_ftw,healthygamer_gg ,monkaS,2021-07-16 14:29:24
djbilly539deadpool539,healthygamer_gg ,I SEE HOW IT IS MATTY YOUR JUST NEVER GOING TO STREAM THEN?,2021-07-16 14:29:24
zincqk,healthygamer_gg :thats a lot of fish sticks ,O,2021-07-16 14:29:26
jaytea111,healthygamer_gg ,while,2021-07-16 14:29:27
kaninoki,healthygamer_gg ,better,2021-07-16 14:29:29
palsbro,healthygamer_gg ,Sadge,2021-07-16 14:29:29
appleorchardthief,healthygamer_gg ,I gained like 40 pounds Sadge,2021-07-16 14:29:30
creepyweeper,healthygamer_gg ,that pandemic weight,2021-07-16 14:29:30
whitestar12,healthygamer_gg ,I literally gained 25 pounds too lmao,2021-07-16 14:29:32
major_spicy,healthygamer_gg ,POST NUT MALONE Pog,2021-07-16 14:29:33
mroutrageous,healthygamer_gg ,Amateur numbers!,2021-07-16 14:29:34
fireballtheferret,healthygamer_gg ,25 oof,2021-07-16 14:29:36
tmi,NA,tmi.twitch.tv,2021-07-16 14:29:37
xchainfirex,healthygamer_gg ,I gained 10 lbs,2021-07-16 14:29:39
raydicon,healthygamer_gg ,@KingKrishLIVE Mood Sadge,2021-07-16 14:29:40
pyro1234,healthygamer_gg ,Same,2021-07-16 14:29:40
kwesiquest,healthygamer_gg ,skinny fat Sadge,2021-07-16 14:29:44
staticshock7,healthygamer_gg ,What is dom’s dosha?,2021-07-16 14:29:45
whiteknight88,healthygamer_gg ,!rule,2021-07-16 14:29:46
modxta23,healthygamer_gg ,comparing Sadge,2021-07-16 14:29:46
tray_56,healthygamer_gg ,@WhiteStar12 same here as well 25 pounds exactly wtf,2021-07-16 14:29:50
itztony1702,healthygamer_gg ,I gained no weight 😭,2021-07-16 14:29:51
syrensmh,healthygamer_gg ,Sadge,2021-07-16 14:29:52
chaosremains,healthygamer_gg :Same ,/,2021-07-16 14:29:55
vi_neuro,healthygamer_gg ,Sadge,2021-07-16 14:29:57
gracedidntwakeup,healthygamer_gg ,fomo,2021-07-16 14:29:57
crozjc,healthygamer_gg ,the nut Sadge,2021-07-16 14:29:58
kingkrishlive,healthygamer_gg ,@StaticShock7 Pitta probably,2021-07-16 14:29:58
konkydawng,healthygamer_gg ,as you get older you just naturally get fatter .... ITS GONNA HAPPEN its physics,2021-07-16 14:29:58
autumn_bird_,healthygamer_gg ,I lost weight in quarantine LUL,2021-07-16 14:29:58
kramzereturns,healthygamer_gg ,Sadge,2021-07-16 14:29:59
mythicalwrinkle,healthygamer_gg ,@fireballtheferret whats wrong with that,2021-07-16 14:29:59
lifesmash,healthygamer_gg ,Motivation episode from Wednesday Pog,2021-07-16 14:30:01
thekaioken,healthygamer_gg ,losing the race PepeHands,2021-07-16 14:30:01
egohaze,healthygamer_gg ,Sadge,2021-07-16 14:30:01
asprint33,healthygamer_gg ,im fat Sadge,2021-07-16 14:30:01
tiltproofnchill,healthygamer_gg ,@StaticShock7 I'd guess pitta,2021-07-16 14:30:02
flaredrip,healthygamer_gg ,I GAINED WEIGHT TOO BibleThump,2021-07-16 14:30:02
ghostchili,healthygamer_gg ,monkaHmm,2021-07-16 14:30:04
tusonator,healthygamer_gg ,I stopped filling my fridge with food and it helped,2021-07-16 14:30:04
fomorians77,healthygamer_gg ,!guide,2021-07-16 14:30:04
streamelements,"healthygamer_gg :Pre-order Dr. K's Guide to Mental Health! 3 in-depth guides to navigating Anxiety, Depression, and Meditation. Pre-order now: https",//bit.ly/3bqNMfr,2021-07-16 14:30:05
stigjo,healthygamer_gg ,monkaHmm,2021-07-16 14:30:05
fahd_khan,healthygamer_gg ,MrDestructoid Process,2021-07-16 14:30:05
simpbannedkekw,healthygamer_gg :gotta get back on the horse ,),2021-07-16 14:30:05
miathan52,healthygamer_gg ,monkaHmm,2021-07-16 14:30:05
integraljj,healthygamer_gg ,same man,2021-07-16 14:30:06
error_40420,healthygamer_gg ,monkaHmm computing,2021-07-16 14:30:07
xicyaf,healthygamer_gg ,monkaHmm,2021-07-16 14:30:08
jackjoejacket,healthygamer_gg ,Oh that’s bad as athlete and nutrition major,2021-07-16 14:30:08
alqo_,healthygamer_gg ,I wish I could gain weight lmao,2021-07-16 14:30:08
keelomiles,healthygamer_gg ,i feel that so much holy shiot,2021-07-16 14:30:09
eirben,healthygamer_gg ,me2 man Sadge,2021-07-16 14:30:09
kramzereturns,healthygamer_gg ,Sadge ness,2021-07-16 14:30:10
xaqin,healthygamer_gg ,give me the answer,2021-07-16 14:30:10
modxta23,healthygamer_gg ,should have said no KEKW,2021-07-16 14:30:11
n3ptun,healthygamer_gg ,monkaHmm,2021-07-16 14:30:11
goqu_888,healthygamer_gg ,i gained 22lbs but thats ok in my book. I was always underweight and now im normal weight for my height,2021-07-16 14:30:12
kwesiquest,healthygamer_gg ,monkaHmm,2021-07-16 14:30:12
revanzim,healthygamer_gg ,I lost 10 kilos Sadge,2021-07-16 14:30:13
br1an_23,healthygamer_gg ,PepoG,2021-07-16 14:30:13
singlebowl,healthygamer_gg ,close chat 😡,2021-07-16 14:30:15
n0twei,healthygamer_gg ,hey dom HeyGuys,2021-07-16 14:30:15
cybercleric,healthygamer_gg ,I've lost 40 lbs 🙂,2021-07-16 14:30:16
jorj42069,healthygamer_gg ,Sadge me too with the weight,2021-07-16 14:30:17
xsplasher,healthygamer_gg ,processing...please wait,2021-07-16 14:30:17
microwavek926,healthygamer_gg ,!uptime,2021-07-16 14:30:18
streamelements,healthygamer_gg ,"@microwavek926, healthygamer_gg has been streaming for  1 hour 29 mins",2021-07-16 14:30:18
maxinemaxinemax,healthygamer_gg ,I gained 5kg. How much is that in pnds.,2021-07-16 14:30:19
human_tetris,healthygamer_gg :Loading [|||||||::::::::::::::::::,],2021-07-16 14:30:19] :human_tetris!human_tetris@human_tetris.tmi.twitch.tv PRIVMSG #healthygamer_gg :Loading [|||||||:::::::::::::::::::
itztony1702,healthygamer_gg ,I have so much trouble gaining weight BibleThump,2021-07-16 14:30:20
mightylion,healthygamer_gg ,monkaS,2021-07-16 14:30:20
n1chen_,healthygamer_gg ,processing post nut monkaHmm,2021-07-16 14:30:20
loern,healthygamer_gg ,monkaHmm,2021-07-16 14:30:20
harevald,healthygamer_gg ,"you are lovely man, man <3",2021-07-16 14:30:20
geauxtama,healthygamer_gg ,Gotta be pitta. I relate heavy to this guy.,2021-07-16 14:30:22
valeera_kreygasm,healthygamer_gg ,Sadge,2021-07-16 14:30:22
konkerinjo,healthygamer_gg :i try to gain good weight but only get fatter ,(,2021-07-16 14:30:23
kaninoki,healthygamer_gg ,wanting to feel that original joy,2021-07-16 14:30:23
radare3,healthygamer_gg ,oof that question,2021-07-16 14:30:23
seductive_nerd,healthygamer_gg ,monkaW ?,2021-07-16 14:30:24
wasaki101,healthygamer_gg ,( ( 5Head ) ),2021-07-16 14:30:24
zenith_,healthygamer_gg ,monkaW,2021-07-16 14:30:24
syrensmh,healthygamer_gg ,monkaW,2021-07-16 14:30:24
otimobita,healthygamer_gg ,@StaticShock7 probably pitta-vata,2021-07-16 14:30:25
oronano,healthygamer_gg ,dont look at us monkaS,2021-07-16 14:30:25
sepeiio,healthygamer_gg ,Sadge,2021-07-16 14:30:26
ishammahajan,healthygamer_gg ,PepeLaugh He's looking at chat,2021-07-16 14:30:26
stigjo,healthygamer_gg ,Sadge,2021-07-16 14:30:27
jbubztv,healthygamer_gg ,oh shit,2021-07-16 14:30:28
kracked_egg,healthygamer_gg ,Sadge,2021-07-16 14:30:28
hendrixcr,healthygamer_gg ,I'm gonna die monkaW,2021-07-16 14:30:28
imenticelol,healthygamer_gg ,just get in shape 4Head,2021-07-16 14:30:29
5dollarshake_,healthygamer_gg ,@maxinemaxinemax 12 pounds,2021-07-16 14:30:29
tech_teller,healthygamer_gg ,"@geauxtama, vata pitta imo yes",2021-07-16 14:30:29
rightspirit,healthygamer_gg ,I want 10 kilos,2021-07-16 14:30:30
opx_tv,healthygamer_gg ,monkaHmm . o ( monkaW ),2021-07-16 14:30:30
kwesiquest,healthygamer_gg ,reading chat KEKW,2021-07-16 14:30:30
teddybunz_,healthygamer_gg ,monkaW death,2021-07-16 14:30:31
kappaspammer9000,healthygamer_gg ,monkaW,2021-07-16 14:30:31
cdummfak,healthygamer_gg ,Loaded,2021-07-16 14:30:31
lmdoubleg,healthygamer_gg ,monkaW,2021-07-16 14:30:31
somakarma,healthygamer_gg ,He's googling post nut clarity,2021-07-16 14:30:32
samanuelcz,healthygamer_gg ,monkaW,2021-07-16 14:30:32
kingkrishlive,healthygamer_gg ,@cybercleric mood Sadge,2021-07-16 14:30:32
canadianbacon41,healthygamer_gg ,PepeLaugh looking at chat,2021-07-16 14:30:33
xicyaf,healthygamer_gg ,Sadge,2021-07-16 14:30:33
alqo_,healthygamer_gg ,shit got deep,2021-07-16 14:30:34
ufuk556,healthygamer_gg ,think man think,2021-07-16 14:30:34
seductive_nerd,healthygamer_gg ,YEP DEATH,2021-07-16 14:30:34
n3ptun,healthygamer_gg ,Sadge,2021-07-16 14:30:34
xcdnor,healthygamer_gg ,Sadge doom,2021-07-16 14:30:35
smaggle77,healthygamer_gg ,monkaW,2021-07-16 14:30:36
jotunspor,healthygamer_gg ,deth monkaW,2021-07-16 14:30:36
jaytea111,healthygamer_gg ,"""nothing i cant control""",2021-07-16 14:30:36
lukassasf,healthygamer_gg ,towards the grave is all i know LULW,2021-07-16 14:30:37
jackjoejacket,healthygamer_gg ,But it’s understandable bc of rona,2021-07-16 14:30:38
aabbytries,healthygamer_gg ,#nopunchespulledtoday,2021-07-16 14:30:38
radare3,healthygamer_gg ,Sadge,2021-07-16 14:30:39
phantom_tornado,healthygamer_gg ,my lie detector got a flash,2021-07-16 14:30:40
xaqin,healthygamer_gg ,FeelsBadMan,2021-07-16 14:30:41
syrensmh,healthygamer_gg ,Sadge,2021-07-16 14:30:43
killermonk_ow,healthygamer_gg ,Pog,2021-07-16 14:30:43
mythicalwrinkle,healthygamer_gg ,you should try the olanzapine weight gain Its tilting,2021-07-16 14:30:45
happy_boy__kun,healthygamer_gg ,Sadge,2021-07-16 14:30:46
dethrey,healthygamer_gg ,p;og,2021-07-16 14:30:46
ryuuseiboy10,healthygamer_gg ,i... i dont know Sadge,2021-07-16 14:30:46
jaytea111,healthygamer_gg ,"""where r u headed"" --religion.",2021-07-16 14:30:47
mightylion,healthygamer_gg ,Kappa,2021-07-16 14:30:47
smaggle77,healthygamer_gg ,Sadge,2021-07-16 14:30:48
kingkrishlive,healthygamer_gg ,Dom -> Doom Sadge,2021-07-16 14:30:49
venoox_,healthygamer_gg ,cult mission monkaW,2021-07-16 14:30:50
konkerinjo,healthygamer_gg ,what's the question? where are you headed?,2021-07-16 14:30:50
action_dan,healthygamer_gg ,"Don't ask me that, not a good outlook gotta say",2021-07-16 14:30:51
staralfur12,healthygamer_gg ,Pog,2021-07-16 14:30:52
modxta23,healthygamer_gg ,Pog quest,2021-07-16 14:30:53
bigbrainplays7,healthygamer_gg ,it's alright not to know in your 20s,2021-07-16 14:30:54
dcyxp,healthygamer_gg ,Sadge,2021-07-16 14:30:55
xicyaf,healthygamer_gg ,PepoRun,2021-07-16 14:30:57
chibichimken,healthygamer_gg ,Doom,2021-07-16 14:30:58
radare3,healthygamer_gg ,you know,2021-07-16 14:30:59
quinndt,healthygamer_gg ,Sadge,2021-07-16 14:30:59
higgyham,healthygamer_gg ,Don PepeLaugh,2021-07-16 14:31:00
er0zim,healthygamer_gg ,how old is he?,2021-07-16 14:31:01
konkydawng,healthygamer_gg ,is this korrectionz????????????,2021-07-16 14:31:02
superchronicnug,healthygamer_gg ,religious mission? mormon?,2021-07-16 14:31:03
rashmodan,healthygamer_gg ,religion + guilt,2021-07-16 14:31:03
hootbubba,healthygamer_gg ,Mormon Sadge,2021-07-16 14:31:03
sparks459,healthygamer_gg ,Sadge,2021-07-16 14:31:04
gcjream,healthygamer_gg ,Yep always seems easier than  it is,2021-07-16 14:31:08
replaykay,healthygamer_gg ,I don't think any of us expected this last year Sadge,2021-07-16 14:31:09
xicyaf,healthygamer_gg ,5Head,2021-07-16 14:31:10
icyryno,healthygamer_gg ,does anyone know in their 20s?,2021-07-16 14:31:11
crozjc,healthygamer_gg ,5Head ah yes,2021-07-16 14:31:14
kwesiquest,healthygamer_gg ,@er0zim college early 20s,2021-07-16 14:31:16
rebner16,healthygamer_gg ,@rashmodan huh,2021-07-16 14:31:16
killermonk_ow,healthygamer_gg ,EZ Clap,2021-07-16 14:31:17
xbuttery,healthygamer_gg ,EZ,2021-07-16 14:31:17
sercooper,healthygamer_gg ,bro i relate to this man so muhc,2021-07-16 14:31:17
bs_blackscout,healthygamer_gg ,frontal lobe 5Head,2021-07-16 14:31:17
nogg_noskill,healthygamer_gg ,KEKW,2021-07-16 14:31:18
iwanthotdog,healthygamer_gg ,hot wife Pog,2021-07-16 14:31:18
fahd_khan,healthygamer_gg ,EZ,2021-07-16 14:31:19
general_pickleton,healthygamer_gg ,EZ Clap,2021-07-16 14:31:19
hubeyeye,healthygamer_gg ,that's not how u use that word monkaHmm,2021-07-16 14:31:19
buttfarm_poker_,healthygamer_gg ,sex YEP,2021-07-16 14:31:19
n3ptun,healthygamer_gg ,EZ Clap,2021-07-16 14:31:20
buy__bitcoin,healthygamer_gg ,lmao,2021-07-16 14:31:20
zenith_,healthygamer_gg ,EZ Clap,2021-07-16 14:31:20
yhnu4,healthygamer_gg ,EZ Clap,2021-07-16 14:31:20
tshlrt,healthygamer_gg ,EZ,2021-07-16 14:31:20
valeera_kreygasm,healthygamer_gg ,EZ Clap,2021-07-16 14:31:20
numanumame,healthygamer_gg ,EZ,2021-07-16 14:31:20
quartzl2,healthygamer_gg ,EZ,2021-07-16 14:31:20
vincain,healthygamer_gg ,5Head,2021-07-16 14:31:21
opx_tv,healthygamer_gg ,EZ,2021-07-16 14:31:21
palsbro,healthygamer_gg ,EZ Clap,2021-07-16 14:31:21
error_40420,healthygamer_gg ,Smokin hot wife PogChamp,2021-07-16 14:31:21
icyryno,healthygamer_gg ,bruh 9-5s suck,2021-07-16 14:31:22
kracked_egg,healthygamer_gg ,EZ,2021-07-16 14:31:22
er0zim,healthygamer_gg ,@kwesiquest ty,2021-07-16 14:31:23
teddybunz_,healthygamer_gg ,EZ Clap,2021-07-16 14:31:23
tqyzz,healthygamer_gg ,EZ,2021-07-16 14:31:23
radare3,healthygamer_gg ,EZ,2021-07-16 14:31:23
thepiter333,healthygamer_gg ,EZ,2021-07-16 14:31:23
thecupcakehero,healthygamer_gg ,ya smoking hot wife LUL,2021-07-16 14:31:23
loern,healthygamer_gg ,EZ Clap,2021-07-16 14:31:23
nipsii,healthygamer_gg ,EZ Clap,2021-07-16 14:31:23
5dollarshake_,healthygamer_gg ,that sounds awesome,2021-07-16 14:31:24
wizardspell_,healthygamer_gg ,EZ,2021-07-16 14:31:24
aqualyn,healthygamer_gg ,Damn,2021-07-16 14:31:24
redragonlol,healthygamer_gg ,EZ Clap,2021-07-16 14:31:25
hooyahah,healthygamer_gg ,LUL,2021-07-16 14:31:25
klitkommanda,healthygamer_gg ,but what do YOU want,2021-07-16 14:31:25
storm55910,healthygamer_gg ,EZ,2021-07-16 14:31:25
ishammahajan,healthygamer_gg ,EZ,2021-07-16 14:31:25
kyza_draws,healthygamer_gg ,KEKW,2021-07-16 14:31:25
zedbrains,healthygamer_gg ,EZ,2021-07-16 14:31:26
azrl3l,healthygamer_gg ,EZ,2021-07-16 14:31:26
jkspice420,healthygamer_gg ,YEP YEP,2021-07-16 14:31:26
chibichimken,healthygamer_gg ,amazing backyard,2021-07-16 14:31:26
kwesiquest,healthygamer_gg ,EZ Clap,2021-07-16 14:31:27
hentai_paintai,healthygamer_gg ,"yeah, it could be worse...defnitely",2021-07-16 14:31:27
ghostchili,healthygamer_gg ,EZ TeaTime,2021-07-16 14:31:27
egohaze,healthygamer_gg ,KKona,2021-07-16 14:31:27
numbnumbnut,healthygamer_gg ,upper class shit,2021-07-16 14:31:28
nogg_noskill,healthygamer_gg ,EZ Clap MY MAN,2021-07-16 14:31:29
chiliconcarlos,healthygamer_gg ,KKonaW HELL YEAH BRUTHER,2021-07-16 14:31:29
mfkillionaire,healthygamer_gg ,liberal,2021-07-16 14:31:29
littlejackfrost,healthygamer_gg ,EZ,2021-07-16 14:31:29
tray_56,healthygamer_gg ,EZ Clap,2021-07-16 14:31:30
lmdoubleg,healthygamer_gg ,BBQ Pog,2021-07-16 14:31:31
maxinemaxinemax,healthygamer_gg ,@5dollarshake_ thanks man! deym!,2021-07-16 14:31:32
probmfk,healthygamer_gg ,LAN parties,2021-07-16 14:31:32
itztony1702,healthygamer_gg ,where reality kicks in,2021-07-16 14:31:33
icantf331myface,healthygamer_gg ,alkBG,2021-07-16 14:31:34
isunless,healthygamer_gg ,too many plans,2021-07-16 14:31:34
samanuelcz,healthygamer_gg ,EZ,2021-07-16 14:31:34
dol3y,healthygamer_gg ,EZ,2021-07-16 14:31:34
vin88x,healthygamer_gg ,I just realized I can see a tiny Dr K in there zekeKEK,2021-07-16 14:31:35
killermonk_ow,healthygamer_gg ,just vibe,2021-07-16 14:31:35
seductive_nerd,healthygamer_gg ,Dud,2021-07-16 14:31:35
massivelegendd,healthygamer_gg ,EZ,2021-07-16 14:31:35
fogwarrior,healthygamer_gg ,POGGERS,2021-07-16 14:31:37
vincain,healthygamer_gg ,Sadge Clap,2021-07-16 14:31:37
smookeey,healthygamer_gg ,he seems uncomfortable sitting with emotions,2021-07-16 14:31:37
crozjc,healthygamer_gg ,EZ,2021-07-16 14:31:38
n3ptun,healthygamer_gg ,FeelsStrongMan,2021-07-16 14:31:38
hotkoreangrill,healthygamer_gg ,"""LIBERAL"" ???? KEKW",2021-07-16 14:31:38
valeera_kreygasm,healthygamer_gg ,EZ,2021-07-16 14:31:38
norbiej,healthygamer_gg ,and a rtx 3090,2021-07-16 14:31:39
staralfur12,healthygamer_gg ,EZ Chad,2021-07-16 14:31:40
modxta23,healthygamer_gg ,I wish I had that Sadge,2021-07-16 14:31:40
stigjo,healthygamer_gg ,EZ CHAD,2021-07-16 14:31:41
buttfarm_poker_,healthygamer_gg ,Pog,2021-07-16 14:31:41
jkspice420,healthygamer_gg ,EZ,2021-07-16 14:31:41
fahd_khan,healthygamer_gg ,OMEGALUL Streamer,2021-07-16 14:31:42
vi_neuro,healthygamer_gg ,EZ,2021-07-16 14:31:42
n0twei,healthygamer_gg ,KEKW,2021-07-16 14:31:43
aqualyn,healthygamer_gg ,8),2021-07-16 14:31:43
gcjream,healthygamer_gg ,Wolf of Wallstreet life OMEGALUL,2021-07-16 14:31:44
gracedidntwakeup,healthygamer_gg ,LUL,2021-07-16 14:31:44
cameljoe69,healthygamer_gg ,Ego,2021-07-16 14:31:44
